LandContour,LotConfig,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,CentralAir,X1stFlrSF,X2ndFlrSF,TotRmsAbvGrd,Fireplaces,PavedDrive,SalePrice
Lvl,Corner,CollgCr,1Fam,6,5,2006,Y,1846,0,7,1,Y,233555
Lvl,Corner,NridgHt,1Fam,8,5,2003,Y,2200,0,8,1,Y,382500
Lvl,Corner,NAmes,Duplex,5,5,1960,Y,1556,0,8,0,Y,119000
Lvl,Inside,CollgCr,1Fam,7,5,2006,Y,851,886,7,0,Y,203160
Lvl,Inside,NridgHt,1Fam,8,5,2007,Y,1610,551,8,1,Y,325624
Lvl,Inside,Somerst,1Fam,7,5,2004,Y,1221,0,6,0,Y,185000
Bnk,Inside,IDOTRR,1Fam,6,6,1938,Y,1272,0,9,1,Y,141000
Lvl,Corner,Somerst,1Fam,7,5,2007,Y,1428,0,6,0,Y,182000
Lvl,Inside,NWAmes,1Fam,6,6,1968,Y,829,727,8,0,Y,154000
Lvl,Inside,SawyerW,Duplex,7,5,2000,Y,1168,1619,8,2,Y,269500
Low,CulDSac,NAmes,1Fam,6,6,1957,Y,1390,0,4,2,Y,252000
Lvl,CulDSac,CollgCr,1Fam,6,6,1978,Y,1282,0,6,0,Y,174000
Lvl,Corner,Gilbert,1Fam,6,5,1997,Y,926,678,7,1,Y,181000
Lvl,Inside,CollgCr,1Fam,7,5,2000,Y,985,857,7,1,Y,217500
Bnk,Inside,OldTown,1Fam,7,6,1921,Y,902,808,9,0,Y,140000
Lvl,Inside,NAmes,1Fam,6,6,1959,Y,864,0,4,0,Y,120000
Lvl,Inside,CollgCr,1Fam,7,5,2005,Y,1270,0,6,0,Y,175900
Lvl,Corner,NAmes,1Fam,5,7,1953,Y,910,0,5,0,Y,116000
Lvl,Inside,IDOTRR,1Fam,6,7,1906,Y,756,713,7,0,Y,135000
Lvl,Inside,Blueste,Twnhs,6,6,1980,Y,516,516,5,1,Y,115000
Lvl,Inside,Blmngtn,TwnhsE,7,5,2004,Y,1414,0,6,1,Y,178740
Lvl,Inside,NridgHt,1Fam,9,5,2008,Y,1476,1237,11,1,Y,446261
HLS,Inside,Mitchel,1Fam,5,5,1954,Y,988,0,4,0,N,113000
Lvl,Inside,SawyerW,1Fam,6,5,2004,Y,798,842,6,0,Y,173000
Lvl,Corner,CollgCr,1Fam,7,5,2002,Y,1611,0,6,0,Y,250000
Lvl,Inside,Somerst,1Fam,6,5,2006,Y,1262,0,5,0,Y,185000
Lvl,Inside,CollgCr,1Fam,8,5,2005,Y,1590,0,6,0,Y,294900
Lvl,Inside,GrnHill,TwnhsE,7,5,1986,Y,1295,0,5,0,Y,230000
Bnk,Inside,IDOTRR,1Fam,6,5,1920,Y,1012,0,6,1,Y,118400
Lvl,Inside,Gilbert,1Fam,7,5,1995,Y,804,670,7,1,Y,168500
Lvl,Inside,NAmes,1Fam,5,8,1952,Y,1031,0,5,0,Y,145500
Lvl,Inside,Blmngtn,1Fam,7,5,2007,Y,1246,0,5,1,Y,187687
Lvl,Inside,NWAmes,1Fam,7,5,1976,Y,832,832,8,1,Y,162900
Bnk,Inside,ClearCr,1Fam,5,6,1946,Y,1636,971,12,1,Y,200500
Lvl,Corner,Edwards,1Fam,6,8,1920,Y,684,512,7,0,Y,110000
Lvl,Inside,NAmes,1Fam,6,8,1958,Y,1138,0,6,0,Y,145000
HLS,Inside,StoneBr,TwnhsE,8,5,1989,Y,1337,0,5,1,Y,188500
Lvl,Inside,Mitchel,1Fam,6,5,1993,Y,1091,0,5,0,Y,131250
Lvl,Inside,Timber,1Fam,9,5,2005,Y,1838,0,9,1,Y,359900
Lvl,Corner,NAmes,1Fam,4,7,1920,Y,985,0,4,0,N,105000
Lvl,Inside,SawyerW,1Fam,6,5,1993,Y,886,794,7,0,Y,163000
Lvl,Inside,NAmes,1Fam,5,5,1960,Y,1264,0,6,2,Y,167500
Lvl,Inside,SawyerW,1Fam,6,5,2005,Y,1141,0,6,0,Y,142500
Lvl,Inside,Sawyer,1Fam,5,7,1918,Y,1416,0,7,0,N,112000
Lvl,Inside,CollgCr,1Fam,7,5,2000,Y,1630,0,6,1,Y,213000
Bnk,Inside,Crawfor,1Fam,5,7,1938,Y,954,0,5,1,Y,119750
Lvl,Inside,Edwards,1Fam,4,6,1941,Y,672,0,4,0,N,113000
Lvl,Inside,NridgHt,1Fam,9,5,2009,Y,1940,0,8,1,Y,395192
Lvl,Inside,BrkSide,1Fam,5,5,1926,Y,960,356,7,0,Y,90000
Low,Inside,SawyerW,1Fam,7,5,1998,Y,1494,0,5,1,Y,215000
Lvl,Inside,NAmes,1Fam,5,5,1959,Y,1206,0,6,0,Y,108538
Low,Corner,Mitchel,1Fam,6,6,1977,Y,1356,0,6,1,Y,188000
Lvl,CulDSac,Sawyer,1Fam,6,6,1974,Y,1494,0,7,2,Y,169000
Lvl,Inside,NridgHt,TwnhsE,8,5,2006,Y,1324,0,6,1,Y,254000
Lvl,Inside,OldTown,1Fam,5,7,1925,Y,844,0,5,0,N,111500
Low,CulDSac,StoneBr,1Fam,8,5,1985,Y,1742,0,5,1,Y,275000
Lvl,Inside,CollgCr,1Fam,5,6,1978,Y,1174,0,5,0,Y,158000
Lvl,Inside,Somerst,1Fam,7,5,2007,Y,1726,0,8,1,Y,311872
Lvl,Inside,Blmngtn,TwnhsE,7,5,2005,Y,1504,0,7,1,Y,181000
HLS,Inside,CollgCr,1Fam,5,5,1978,Y,1040,0,5,0,Y,124000
Lvl,Inside,NAmes,1Fam,6,5,1961,Y,1362,0,6,1,Y,163000
Lvl,Inside,ClearCr,1Fam,6,7,1971,Y,1052,0,6,0,Y,155000
Low,Inside,IDOTRR,1Fam,4,4,1925,N,672,0,4,0,N,72000
Lvl,Inside,NWAmes,1Fam,6,6,1977,Y,1844,0,7,1,Y,190000
Lvl,Inside,NridgHt,1Fam,8,5,2003,Y,1629,0,7,1,Y,284000
HLS,Inside,BrkSide,1Fam,4,7,1940,Y,708,0,5,0,Y,82500
Lvl,Inside,OldTown,1Fam,7,6,1920,Y,1027,0,5,1,N,120000
Lvl,Inside,Mitchel,1Fam,5,5,1991,Y,974,0,5,0,Y,93500
Lvl,Inside,BrkSide,1Fam,5,6,1930,Y,779,0,4,0,P,79500
Lvl,Inside,Crawfor,1Fam,7,8,1959,Y,1801,0,6,2,Y,289000
Lvl,Corner,Somerst,1Fam,9,5,2005,Y,2490,0,9,2,Y,468000
Lvl,Inside,OldTown,1Fam,5,8,1940,Y,1072,0,5,2,Y,130000
HLS,Inside,Timber,1Fam,8,5,2007,Y,1571,0,7,1,Y,239000
Lvl,FR2,NAmes,1Fam,4,6,1971,Y,864,0,4,0,Y,97000
HLS,Corner,Crawfor,Duplex,7,6,1940,Y,1240,1240,13,2,Y,205000
Lvl,Inside,OldTown,1Fam,5,7,1924,Y,816,750,7,0,Y,139000
Lvl,Inside,NridgHt,1Fam,8,5,2005,Y,1822,0,8,1,Y,259000
Lvl,Inside,NAmes,1Fam,5,5,1962,N,894,0,5,0,Y,109500
Lvl,Corner,CollgCr,1Fam,7,5,1995,Y,950,1045,8,1,Y,237000
Lvl,Inside,Mitchel,1Fam,3,5,1953,Y,2034,0,9,0,N,130000
Lvl,Inside,NAmes,1Fam,5,5,1966,Y,1232,0,6,0,Y,142250
Lvl,Inside,NAmes,1Fam,5,7,1942,Y,888,756,7,2,Y,146500
Lvl,Inside,NoRidge,1Fam,8,5,1998,Y,1470,1160,8,1,Y,315000
Lvl,Inside,Sawyer,Duplex,4,4,1969,Y,1258,0,6,0,Y,108959
Lvl,Inside,BrkSide,1Fam,6,6,1931,Y,959,408,6,1,Y,127500
Lvl,Inside,Sawyer,1Fam,5,5,1968,Y,1211,0,5,1,Y,134000
Lvl,Inside,CollgCr,1Fam,7,5,2002,Y,840,885,6,0,Y,198500
HLS,Corner,NridgHt,1Fam,9,5,2006,Y,1802,0,7,1,Y,372000
Lvl,Inside,Sawyer,1Fam,5,5,1963,Y,864,0,5,0,Y,119916
Lvl,Corner,NridgHt,TwnhsE,7,5,2003,Y,1405,0,6,1,Y,171750
Low,CulDSac,ClearCr,1Fam,7,5,1971,Y,1824,0,5,2,Y,302000
Lvl,Inside,SawyerW,Duplex,7,5,2000,Y,1168,1619,8,2,Y,269500
Lvl,Inside,CollgCr,1Fam,7,5,1997,Y,1044,1054,9,1,Y,240000
Lvl,Inside,Mitchel,Duplex,6,5,1976,Y,1728,0,8,0,Y,150900
Lvl,Inside,OldTown,1Fam,6,8,1930,Y,813,0,5,0,N,110000
Lvl,Inside,Timber,1Fam,8,5,2002,Y,1629,0,9,1,Y,270000
Lvl,Inside,Somerst,1Fam,7,5,2005,Y,866,902,7,0,Y,226700
Lvl,Corner,NAmes,1Fam,5,6,1959,Y,1041,0,6,0,Y,124500
Lvl,Inside,NAmes,Duplex,3,4,1949,N,1040,0,6,0,Y,87500
Lvl,Inside,Timber,1Fam,8,5,2005,Y,2028,0,7,2,Y,369900
Lvl,CulDSac,Sawyer,1Fam,5,5,1962,Y,1696,0,8,1,Y,143900
Lvl,Inside,NoRidge,1Fam,8,5,1995,Y,1490,1304,9,1,Y,403000
Lvl,Inside,Sawyer,Duplex,6,6,1977,Y,1286,368,10,0,Y,119500
Lvl,Inside,Edwards,TwnhsE,6,5,2005,Y,1072,0,5,0,Y,140000
Lvl,Inside,Sawyer,1Fam,5,5,1977,Y,894,0,5,0,Y,120750
Lvl,Inside,Edwards,1Fam,4,5,1951,Y,1220,0,6,0,Y,102000
Lvl,Inside,NridgHt,1Fam,9,5,2006,Y,1531,0,6,1,Y,300000
HLS,Inside,Crawfor,Duplex,6,6,1946,N,979,979,8,0,Y,145000
Lvl,Inside,Veenker,1Fam,8,5,1981,Y,2497,0,7,2,Y,373000
Lvl,Corner,NWAmes,Duplex,5,6,1976,Y,1680,0,8,0,Y,136905
Bnk,Corner,OldTown,1Fam,4,4,1941,N,693,0,4,0,N,52500
Lvl,Inside,NPkVill,Twnhs,7,6,1977,Y,1055,0,4,0,Y,148500
Lvl,FR2,NAmes,Duplex,5,5,1974,Y,896,896,8,0,Y,133000
Lvl,Inside,Edwards,1Fam,4,5,1949,Y,1126,0,5,0,N,108000
Lvl,Inside,NridgHt,1Fam,8,5,2007,Y,1734,0,7,1,Y,318000
Lvl,Corner,NAmes,1Fam,6,6,1949,Y,1019,537,6,1,Y,172500
Lvl,Inside,Crawfor,1Fam,7,6,1940,Y,960,780,6,2,Y,219500
Lvl,Inside,OldTown,1Fam,5,6,1948,Y,1559,0,5,0,Y,153500
Lvl,FR2,CollgCr,1Fam,6,5,2005,Y,738,738,7,0,Y,173500
Lvl,Corner,Edwards,1Fam,5,7,1965,Y,1214,0,6,0,Y,140000
Lvl,Inside,Edwards,TwnhsE,6,5,2005,Y,1072,0,5,0,Y,142500
Lvl,Inside,Sawyer,1Fam,4,3,1964,Y,1005,0,5,0,N,115400
Lvl,Inside,NAmes,1Fam,5,6,1951,Y,884,0,4,0,Y,142000
Lvl,Inside,CollgCr,1Fam,5,7,1977,Y,1040,0,5,0,Y,150500
Lvl,Corner,NAmes,1Fam,5,5,1951,Y,1112,0,5,0,Y,126000
Lvl,Inside,Crawfor,1Fam,5,6,1913,N,694,0,4,1,P,90350
Lvl,Inside,CollgCr,1Fam,6,5,2005,Y,750,750,6,0,Y,173900
Lvl,Inside,BrDale,TwnhsE,6,5,1973,Y,525,567,6,0,Y,105500
Lvl,Inside,Gilbert,1Fam,5,5,1997,Y,928,701,6,1,Y,189900
Lvl,Corner,CollgCr,1Fam,5,7,1972,Y,894,0,5,0,Y,149900
Lvl,Inside,Gilbert,1Fam,7,5,2004,Y,846,748,7,1,Y,195500
Lvl,Inside,NridgHt,TwnhsE,8,5,2003,Y,1518,0,6,1,Y,274000
Lvl,Inside,Gilbert,1Fam,7,5,1998,Y,751,631,7,1,Y,177500
Lvl,Inside,NAmes,1Fam,5,7,1967,Y,1141,0,6,0,Y,158000
Lvl,Inside,Gilbert,1Fam,6,5,1999,Y,961,683,7,1,Y,185000
Lvl,Inside,ClearCr,1Fam,7,7,1940,Y,1207,1196,10,2,Y,244400
Lvl,Inside,NridgHt,1Fam,8,5,2005,Y,1721,0,7,0,Y,232698
Lvl,Inside,SawyerW,1Fam,8,5,2004,Y,1512,0,6,0,Y,203000
Lvl,Inside,OldTown,1Fam,5,6,1941,Y,854,0,7,0,Y,128500
Lvl,Inside,Blmngtn,TwnhsE,7,5,2005,Y,1506,0,6,1,Y,213490
Lvl,Corner,OldTown,1Fam,5,7,1900,Y,709,308,5,0,N,114000
Lvl,Inside,Sawyer,1Fam,5,6,1962,Y,912,0,6,0,Y,123000
Lvl,Inside,NridgHt,1Fam,9,5,2006,Y,2069,574,9,1,Y,380000
Lvl,Corner,Timber,1Fam,8,5,2009,Y,774,1194,8,1,Y,269500
Lvl,Inside,BrkSide,1Fam,4,7,1935,Y,989,584,6,0,Y,133000
Lvl,Inside,NridgHt,1Fam,9,5,2009,Y,1365,1325,8,1,Y,398800
Lvl,FR2,Somerst,1Fam,7,5,2007,Y,1528,0,6,1,Y,235876
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,1372,0,6,0,Y,212700
Lvl,Inside,IDOTRR,1Fam,6,5,1927,Y,1146,784,8,0,Y,149000
Lvl,Inside,OldTown,Duplex,6,5,1980,Y,1056,0,4,0,Y,144000
Lvl,Inside,NoRidge,1Fam,8,5,1994,Y,1203,1323,8,1,Y,290000
Lvl,Inside,SawyerW,1Fam,5,5,2004,Y,1114,0,6,0,Y,142000
Lvl,Inside,Edwards,1Fam,7,5,1948,Y,617,462,5,1,Y,125600
Lvl,Inside,Gilbert,1Fam,7,5,2002,Y,840,880,7,1,Y,188000
Lvl,Inside,CollgCr,1Fam,7,5,1994,Y,933,975,8,1,Y,210000
Lvl,Inside,CollgCr,1Fam,7,5,2006,Y,738,753,7,1,Y,168675
Lvl,Inside,NAmes,1Fam,6,6,1948,Y,972,0,5,1,Y,132000
Lvl,Inside,Gilbert,1Fam,7,5,2007,Y,728,728,8,1,Y,179540
Lvl,CulDSac,NWAmes,1Fam,7,7,1968,Y,2156,0,9,1,Y,262500
Lvl,Inside,Gilbert,1Fam,6,5,2002,Y,807,702,7,1,Y,183200
Lvl,Inside,NridgHt,Twnhs,6,5,2005,Y,1302,0,5,1,Y,200000
Lvl,Inside,SawyerW,1Fam,6,5,1992,Y,1055,790,8,1,Y,189000
Lvl,Inside,NAmes,1Fam,5,5,1970,Y,914,0,5,0,Y,133000
Lvl,Inside,Edwards,1Fam,6,5,1976,Y,1117,0,6,1,Y,107000
Lvl,Inside,Crawfor,1Fam,6,6,1918,N,1370,1254,10,1,N,239000
Lvl,Inside,IDOTRR,1Fam,5,7,1930,Y,780,420,7,0,Y,119000
Lvl,Inside,NoRidge,1Fam,8,5,1996,Y,1335,1203,8,1,Y,330000
Lvl,Inside,NAmes,1Fam,5,7,1953,Y,1008,0,6,0,Y,134500
Lvl,Inside,NWAmes,1Fam,5,6,1971,Y,1484,0,7,1,Y,175000
Lvl,Inside,Blmngtn,TwnhsE,7,5,2006,Y,1364,0,6,1,Y,210250
Lvl,Inside,CollgCr,TwnhsE,6,5,2004,Y,848,0,3,1,Y,141000
Lvl,FR2,NAmes,TwnhsE,6,5,1997,Y,1337,0,5,1,Y,177000
Lvl,Inside,Edwards,1Fam,5,9,1947,Y,698,0,4,0,Y,118000
Lvl,Corner,StoneBr,1Fam,8,5,1998,Y,1478,0,5,0,Y,240000
Lvl,Inside,Gilbert,1Fam,7,6,2007,Y,1258,0,6,0,Y,173500
Lvl,CulDSac,Greens,Twnhs,8,5,1980,Y,1036,0,4,1,Y,188000
Lvl,FR2,Somerst,TwnhsE,7,5,1999,Y,713,739,6,0,Y,156000
Lvl,Inside,Edwards,1Fam,6,4,1954,Y,1216,639,7,0,Y,136900
Lvl,Inside,NAmes,1Fam,5,7,1956,Y,928,0,4,0,Y,132000
Lvl,Corner,Gilbert,1Fam,7,5,1990,Y,1442,0,5,0,Y,180500
Lvl,CulDSac,Somerst,1Fam,8,5,2006,Y,1660,0,8,1,Y,290000
Lvl,FR2,CollgCr,1Fam,8,5,2003,Y,1668,0,8,1,Y,232000
Lvl,Inside,NAmes,1Fam,5,6,1961,Y,896,0,5,0,Y,105000
Lvl,Inside,Mitchel,Duplex,6,5,1978,Y,1664,0,10,0,Y,145000
Lvl,Inside,CollgCr,1Fam,8,5,2001,Y,1788,0,7,1,Y,236500
Lvl,Inside,Blueste,TwnhsE,6,6,1980,Y,561,668,5,1,Y,124000
Lvl,CulDSac,StoneBr,1Fam,10,5,2006,Y,1850,848,11,1,Y,535000
Lvl,Inside,NAmes,1Fam,5,7,1959,Y,1246,0,6,0,Y,154000
Lvl,Inside,Edwards,1Fam,5,6,1941,N,616,495,5,0,Y,95000
Lvl,Inside,NAmes,1Fam,5,6,1967,Y,864,0,5,0,Y,130000
Lvl,Inside,Mitchel,1Fam,6,6,1977,Y,1118,0,6,1,Y,171000
Lvl,FR3,Somerst,TwnhsE,7,5,1999,Y,713,739,6,0,Y,183900
Lvl,Inside,StoneBr,1Fam,8,5,2005,Y,1826,0,7,1,Y,319000
Lvl,Inside,BrkSide,1Fam,5,7,1930,Y,1001,653,7,1,N,137000
Lvl,Inside,NAmes,1Fam,5,5,1962,Y,936,0,6,1,Y,130000
Lvl,FR2,NAmes,1Fam,4,6,1971,Y,864,0,5,0,Y,120500
Lvl,Inside,NAmes,1Fam,5,5,1967,Y,892,0,5,0,Y,100000
Lvl,Corner,BrkSide,1Fam,5,6,1950,Y,1030,582,7,0,Y,128500
Lvl,Inside,BrkSide,1Fam,6,6,1940,Y,848,348,6,2,Y,128000
Lvl,Inside,NridgHt,1Fam,8,5,2007,Y,1694,0,7,0,Y,318000
Lvl,Inside,SawyerW,1Fam,7,5,2008,Y,1450,0,6,0,Y,224243
Bnk,Corner,Crawfor,1Fam,6,5,1954,Y,1906,0,6,2,Y,224000
Lvl,Inside,CollgCr,1Fam,7,5,1999,Y,1588,0,6,0,Y,214000
Lvl,Corner,Sawyer,1Fam,5,8,1962,Y,1040,0,6,0,Y,127000
Lvl,Corner,OldTown,1Fam,5,8,1910,Y,764,700,7,0,N,129000
Lvl,Corner,Gilbert,1Fam,7,5,1994,Y,1086,809,7,1,Y,194500
Lvl,Inside,Somerst,1Fam,9,5,2007,Y,1530,0,7,1,Y,250000
Lvl,Inside,MeadowV,TwnhsE,5,6,1977,Y,925,550,6,1,Y,127000
Lvl,Inside,Edwards,1Fam,6,5,1953,Y,1068,541,7,0,Y,149900
Lvl,Inside,Gilbert,1Fam,6,5,1997,Y,813,712,6,1,Y,183500
Lvl,FR2,Somerst,1Fam,8,5,2007,Y,1580,0,7,0,Y,235128
Lvl,Corner,Timber,1Fam,7,5,1990,Y,1298,1216,8,0,Y,250000
Lvl,Inside,NAmes,1Fam,4,4,1949,N,720,472,6,0,Y,135000
Lvl,Inside,Gilbert,1Fam,6,5,1998,Y,926,678,7,0,Y,195500
Lvl,Inside,CollgCr,1Fam,8,5,2003,Y,1978,0,8,1,Y,318000
Lvl,Inside,Sawyer,1Fam,5,5,1968,Y,897,0,5,0,Y,115000
Lvl,FR2,CollgCr,1Fam,7,5,1996,Y,1065,984,9,1,Y,210900
Lvl,Inside,Gilbert,1Fam,6,5,1995,Y,806,766,7,1,Y,168000
Lvl,Inside,Somerst,1Fam,8,5,2006,Y,1432,0,7,1,Y,245000
Lvl,Inside,NAmes,2fmCon,6,7,1965,Y,1565,0,7,2,Y,185900
Lvl,Inside,NWAmes,1Fam,6,7,1977,Y,1610,0,6,2,Y,205000
Lvl,Inside,CollgCr,1Fam,7,5,1999,Y,1431,0,6,0,Y,192000
Lvl,Inside,Gilbert,1Fam,6,5,2000,Y,953,711,7,1,Y,172400
Lvl,Inside,Gilbert,1Fam,6,5,2005,Y,1316,0,6,1,Y,169990
Lvl,Inside,NAmes,1Fam,5,7,1940,Y,908,0,4,0,Y,138500
Lvl,Inside,Crawfor,1Fam,5,5,1914,Y,892,892,9,0,N,138887
Lvl,Inside,NAmes,1Fam,5,6,1957,Y,1236,0,6,1,Y,134450
Lvl,Inside,Gilbert,1Fam,7,5,2003,Y,698,644,7,1,Y,178000
Lvl,Inside,SawyerW,1Fam,7,5,2006,Y,1141,0,6,0,Y,152000
Lvl,Inside,SawyerW,Duplex,5,5,1979,Y,1120,1120,12,0,Y,142953
Lvl,Inside,OldTown,Duplex,5,5,1980,Y,936,0,4,0,Y,140000
Lvl,Inside,NAmes,1Fam,6,6,1971,Y,1587,0,7,1,Y,167300
Lvl,Inside,NAmes,1Fam,4,6,1953,Y,1647,0,6,1,Y,153000
Lvl,Inside,CollgCr,1Fam,8,5,2008,Y,1468,0,6,1,Y,239900
Lvl,Inside,NAmes,1Fam,5,6,1966,Y,1280,0,6,1,Y,175000
Low,Inside,CollgCr,1Fam,5,7,1994,Y,990,0,5,0,Y,143000
Lvl,Inside,OldTown,1Fam,5,8,1923,Y,792,0,5,0,Y,99500
Lvl,Inside,NWAmes,1Fam,6,5,1969,Y,1216,0,5,0,Y,113000
Lvl,Inside,Sawyer,1Fam,5,4,1966,Y,1040,0,6,0,Y,123000
Lvl,Inside,Somerst,1Fam,7,5,2007,Y,1372,0,6,0,Y,250580
Lvl,Inside,OldTown,1Fam,6,8,1920,Y,662,662,6,0,Y,122000
Lvl,Corner,SawyerW,1Fam,6,3,1928,N,784,0,5,0,N,76000
Lvl,Inside,BrkSide,1Fam,4,5,1947,N,672,240,3,0,N,80500
Lvl,FR2,Veenker,1Fam,6,7,1976,Y,1094,761,7,1,Y,187000
Lvl,Inside,StoneBr,TwnhsE,8,5,2001,Y,1338,0,6,0,Y,213500
Lvl,FR2,CollgCr,1Fam,7,5,2004,Y,847,1101,8,1,Y,195000
Lvl,Inside,NAmes,1Fam,4,5,1960,Y,1100,0,6,1,Y,141000
Bnk,Inside,SWISU,1Fam,2,5,1920,N,438,0,3,0,N,60000
Lvl,Corner,NAmes,1Fam,7,6,1969,Y,1851,0,8,1,Y,192100
Lvl,Inside,Sawyer,1Fam,6,5,1977,Y,1285,0,7,1,Y,143500
Lvl,Inside,NAmes,1Fam,5,6,1970,Y,1422,0,7,0,Y,155000
Lvl,Inside,BrkSide,1Fam,5,6,1924,Y,784,0,5,0,Y,109500
Lvl,Inside,Sawyer,1Fam,5,8,1968,Y,1060,0,6,1,Y,154000
Lvl,Inside,CollgCr,1Fam,8,5,2001,Y,1531,908,7,1,Y,275000
Lvl,Inside,BrDale,Twnhs,6,5,1973,Y,483,504,5,0,Y,83000
Lvl,Inside,NridgHt,1Fam,9,5,2008,Y,1130,1054,10,1,Y,335000
Lvl,Inside,CollgCr,1Fam,7,5,1999,Y,1501,0,6,0,Y,204000
Lvl,Inside,Sawyer,1Fam,5,8,1964,Y,1020,0,5,1,Y,165000
Lvl,Inside,Edwards,1Fam,5,4,1949,Y,1148,568,8,1,Y,131000
Low,Inside,IDOTRR,1Fam,3,4,1935,Y,894,0,6,0,Y,81000
Lvl,Inside,NAmes,1Fam,6,5,1965,Y,1324,0,6,1,Y,160000
Lvl,Inside,BrkSide,1Fam,5,4,1936,Y,896,448,7,0,Y,115000
Lvl,Inside,BrkSide,1Fam,3,6,1935,Y,729,0,5,0,N,52000
Lvl,Inside,Somerst,1Fam,7,5,2003,Y,1553,0,6,0,Y,234500
Lvl,Corner,Edwards,Duplex,4,5,1955,N,1152,0,6,0,N,82000
Lvl,Inside,Timber,1Fam,5,4,1963,Y,1572,0,5,2,Y,186700
Bnk,Inside,SWISU,1Fam,5,6,1911,N,1024,940,7,0,N,130000
Lvl,CulDSac,SawyerW,1Fam,7,7,1990,Y,2196,0,7,1,Y,271900
Lvl,Corner,OldTown,1Fam,7,6,1929,N,672,672,6,1,Y,140000
Lvl,Inside,NAmes,1Fam,5,5,1958,Y,912,0,5,0,Y,114500
Lvl,Inside,CollgCr,1Fam,5,5,2005,Y,768,768,6,0,Y,167000
Lvl,Inside,CollgCr,1Fam,6,5,1997,Y,1494,0,6,0,Y,217000
Lvl,Inside,NAmes,2fmCon,5,5,1958,Y,988,0,5,0,Y,119000
Lvl,Inside,NWAmes,1Fam,7,6,1979,Y,1040,685,6,1,Y,197000
Lvl,Corner,OldTown,1Fam,3,5,1890,Y,725,0,4,0,Y,78500
Lvl,Inside,StoneBr,1Fam,8,5,2006,Y,1264,1312,10,1,Y,361919
Lvl,Inside,Sawyer,1Fam,5,4,1962,Y,988,0,6,0,Y,129500
Lvl,Inside,Gilbert,1Fam,6,5,1998,Y,789,676,7,1,Y,180400
Lvl,Inside,Edwards,1Fam,4,5,2005,Y,1132,0,5,0,Y,176000
Lvl,Inside,OldTown,Duplex,5,7,1920,N,624,624,8,0,N,93500
Lvl,Inside,NAmes,1Fam,5,6,1954,Y,1297,0,5,1,Y,153000
Lvl,Inside,Gilbert,1Fam,7,5,2007,Y,1340,0,6,0,Y,181134
Lvl,Inside,MeadowV,Twnhs,4,6,1970,Y,630,0,3,0,Y,84500
Lvl,Inside,NAmes,1Fam,6,7,1958,Y,1215,0,6,0,Y,155000
Lvl,FR2,Sawyer,1Fam,5,7,1967,Y,894,0,5,0,Y,130000
Lvl,FR2,Edwards,1Fam,5,3,1910,Y,658,526,8,0,N,81000
Lvl,Inside,Somerst,TwnhsE,9,5,2000,Y,1638,0,5,1,Y,300000
Lvl,Inside,Gilbert,1Fam,6,6,1964,Y,1128,0,6,1,P,154204
Lvl,Inside,SawyerW,1Fam,7,5,1990,Y,1532,797,10,1,Y,262280
Lvl,Inside,CollgCr,1Fam,7,5,2007,Y,1282,1414,10,1,Y,383970
Lvl,Inside,OldTown,1Fam,5,6,1910,N,899,0,5,0,P,78000
Lvl,Inside,OldTown,1Fam,4,6,1956,Y,968,0,5,0,Y,104500
Lvl,Inside,BrDale,Twnhs,6,6,1970,Y,483,504,5,0,Y,106000
Lvl,Corner,Mitchel,1Fam,5,6,1968,Y,1160,0,6,0,Y,152500
Lvl,Inside,Somerst,TwnhsE,7,5,2005,Y,520,600,4,0,Y,151000
HLS,Inside,Timber,1Fam,8,5,2007,Y,1466,0,7,0,Y,201000
Lvl,Inside,NAmes,TwnhsE,6,5,2001,Y,1337,0,5,1,Y,155000
Lvl,Corner,NAmes,1Fam,6,8,1958,Y,1414,0,6,1,Y,176500
Lvl,CulDSac,StoneBr,TwnhsE,7,5,1984,Y,1190,900,6,1,Y,207500
Lvl,Inside,NAmes,1Fam,6,5,1966,Y,1051,788,7,1,Y,155000
Lvl,Inside,Somerst,1Fam,7,5,2002,Y,1492,0,6,1,Y,230000
Lvl,Inside,OldTown,2fmCon,6,8,1910,N,908,1020,9,0,Y,137000
Lvl,Corner,NAmes,1Fam,5,6,1956,Y,1728,0,7,1,Y,177625
Lvl,Corner,NAmes,1Fam,6,7,1954,Y,984,0,4,0,Y,112500
Lvl,FR2,NAmes,Duplex,4,5,1962,Y,1224,0,6,0,Y,101800
Lvl,Corner,OldTown,1Fam,8,9,1882,Y,916,826,8,1,P,168000
Lvl,Inside,NWAmes,1Fam,7,5,1988,Y,1872,0,6,1,Y,241500
Lvl,Inside,NridgHt,1Fam,8,5,2003,Y,1105,1295,10,1,Y,290000
Lvl,Inside,Gilbert,1Fam,7,5,2006,Y,879,984,9,1,Y,219210
Lvl,Inside,NAmes,TwnhsE,7,5,1998,Y,767,0,4,0,Y,133000
HLS,Inside,Edwards,1Fam,4,5,1958,Y,960,0,5,0,Y,90000
Lvl,Corner,OldTown,1Fam,6,7,1920,Y,1584,1208,8,2,Y,256000
Lvl,CulDSac,Edwards,1Fam,6,6,1977,Y,1117,0,6,1,Y,147000
