"","LandContour","LotConfig","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","CentralAir","X1stFlrSF","X2ndFlrSF","TotRmsAbvGrd","Fireplaces","PavedDrive","SalePrice"
"1121","Lvl","Inside","SWISU","1Fam","5","5",1938,"Y",1058,493,6,0,"Y",137000
"1122","Lvl","Inside","CollgCr","1Fam","8","5",2002,"Y",1795,0,7,1,"Y",230000
"1123","Lvl","Inside","OldTown","1Fam","5","6",1941,"Y",676,455,5,0,"Y",66500
"1124","Lvl","FR2","Mitchel","TwnhsE","6","5",1999,"Y",1224,0,5,0,"Y",165000
"1125","Lvl","Inside","Edwards","1Fam","5","8",1955,"Y",1057,0,6,0,"Y",137000
"1126","Lvl","Inside","SawyerW","1Fam","7","6",1990,"Y",1061,0,4,0,"Y",162000
"1127","Lvl","Inside","Somerst","Twnhs","6","5",2000,"Y",769,804,5,0,"Y",177500
"1128","Lvl","Corner","OldTown","1Fam","4","6",1920,"N",1147,510,9,1,"N",111500
"1129","Lvl","Inside","NAmes","Duplex","5","4",1964,"Y",1728,0,10,0,"Y",119000
"1130","Lvl","Inside","NAmes","1Fam","5","7",1949,"Y",893,0,4,0,"Y",135000
"1131","Lvl","Inside","NWAmes","1Fam","6","5",1971,"Y",1320,0,5,1,"Y",172500
"1132","Bnk","Inside","Edwards","1Fam","4","5",1954,"Y",894,0,5,0,"Y",110000
"1133","Lvl","Corner","Gilbert","1Fam","6","5",1992,"Y",808,785,7,1,"Y",178000
"1134","Lvl","Inside","IDOTRR","1Fam","4","8",1922,"Y",796,358,7,0,"N",125500
"1135","Bnk","Inside","BrkSide","1Fam","6","7",1926,"Y",1013,0,6,0,"Y",113000
"1136","Lvl","Corner","OldTown","1Fam","5","7",1929,"Y",926,0,6,0,"Y",130000
"1137","Lvl","Inside","CollgCr","1Fam","5","6",1975,"Y",1076,0,5,1,"Y",143195
"1138","Lvl","Corner","NridgHt","1Fam","8","5",2006,"Y",1298,530,7,0,"Y",250000
"1139","Lvl","Corner","CollgCr","1Fam","8","5",2002,"Y",1149,1141,9,1,"Y",255900
"1140","Lvl","Inside","SawyerW","1Fam","7","5",2001,"Y",1434,0,6,1,"Y",189000
"1141","Lvl","Inside","OldTown","2fmCon","5","5",1900,"N",1422,915,10,0,"Y",90000
"1142","Lvl","Inside","BrkSide","1Fam","6","6",1939,"Y",825,587,6,1,"Y",132500
"1143","Lvl","Inside","Timber","1Fam","8","5",2001,"Y",1296,0,6,0,"Y",220000
"1144","Lvl","Inside","NWAmes","1Fam","6","6",1968,"Y",1152,0,7,0,"Y",143450
"1145","Lvl","Inside","NWAmes","1Fam","5","6",1975,"Y",1074,0,6,0,"Y",153500
"1146","Lvl","Corner","SawyerW","1Fam","7","5",2007,"Y",1162,0,6,0,"Y",170000
"1147","HLS","Inside","NAmes","1Fam","7","7",1960,"Y",2069,0,9,1,"Y",242000
"1148","HLS","CulDSac","Gilbert","1Fam","8","5",2005,"Y",1074,990,7,1,"Y",250000
"1149","Lvl","Inside","NridgHt","TwnhsE","9","5",2006,"Y",1686,0,6,1,"Y",332200
"1150","Lvl","Inside","NoRidge","1Fam","9","5",1998,"Y",1671,1407,9,1,"Y",410000
"1151","Lvl","FR3","BrkSide","1Fam","6","8",1920,"Y",751,611,6,0,"Y",128000
"1152","Lvl","Inside","CollgCr","1Fam","7","5",2007,"Y",1290,0,6,1,"Y",200000
"1153","Lvl","Inside","Gilbert","1Fam","8","5",2003,"Y",1008,1275,9,1,"Y",270000
"1154","Lvl","Inside","StoneBr","TwnhsE","8","5",2001,"Y",1593,0,5,1,"Y",286000
"1155","Lvl","Corner","NAmes","1Fam","5","5",1969,"Y",1096,0,6,0,"Y",138800
"1156","Lvl","CulDSac","Mitchel","1Fam","5","5",1984,"Y",923,0,5,0,"Y",119500
"1157","Lvl","Inside","OldTown","1Fam","5","3",1901,"N",969,245,6,0,"N",117000
"1158","Lvl","Corner","NAmes","Duplex","3","4",1950,"N",1040,0,6,0,"Y",92900
"1159","Lvl","Inside","NAmes","1Fam","6","6",1958,"Y",1570,0,5,1,"Y",166800
"1160","Lvl","Inside","Gilbert","1Fam","7","5",2007,"Y",728,728,7,0,"Y",177594
"1161","Lvl","Inside","NWAmes","1Fam","6","5",1979,"Y",1353,0,5,1,"Y",192350
"1162","Lvl","Inside","Sawyer","1Fam","5","8",1940,"Y",672,0,4,0,"N",108000
"1163","Lvl","Inside","BrDale","Twnhs","6","7",1972,"Y",672,546,7,0,"Y",118000
"1164","Lvl","Inside","SWISU","1Fam","4","3",1928,"Y",1328,653,7,2,"Y",135000
"1165","Lvl","Inside","Sawyer","1Fam","5","6",1977,"Y",980,0,6,0,"Y",135000
"1166","Lvl","Inside","IDOTRR","2fmCon","5","6",1895,"N",1034,957,9,0,"N",119600
"1167","Lvl","Inside","NAmes","1Fam","6","5",1957,"Y",1790,0,6,2,"Y",180000
"1168","Lvl","Inside","OldTown","1Fam","6","8",1910,"Y",991,659,6,0,"N",144100
"1169","Lvl","Inside","MeadowV","Twnhs","4","7",1970,"Y",546,546,5,0,"Y",90500
"1170","Bnk","Corner","OldTown","1Fam","6","7",1915,"Y",741,686,7,0,"Y",123000
"1171","Lvl","Inside","SawyerW","1Fam","6","5",1984,"Y",1105,717,7,1,"P",228500
"1172","HLS","Inside","Timber","1Fam","8","5",2007,"Y",1646,0,7,1,"Y",293077
"1173","Lvl","Inside","CollgCr","1Fam","7","5",2006,"Y",1208,0,6,0,"Y",206000
"1174","Lvl","Inside","BrDale","Twnhs","6","8",1972,"Y",483,504,5,0,"Y",118000
"1175","Lvl","Inside","BrkSide","1Fam","6","7",1948,"Y",780,636,6,0,"P",139900
"1176","Lvl","Inside","BrDale","Twnhs","5","5",1971,"Y",630,672,6,0,"Y",112000
"1177","Lvl","Corner","OldTown","1Fam","4","6",1945,"Y",747,0,4,0,"Y",80000
"1178","Lvl","Inside","NAmes","1Fam","5","6",1968,"Y",1056,0,6,1,"Y",142000
"1179","Lvl","Corner","OldTown","1Fam","7","8",1915,"Y",916,910,7,1,"Y",155000
"1180","Lvl","Corner","BrkSide","1Fam","6","5",1926,"N",986,0,5,1,"Y",102000
"1181","Lvl","Inside","SawyerW","Duplex","6","7",1981,"Y",964,918,8,2,"Y",160000
"1182","Lvl","Inside","Timber","1Fam","8","5",2002,"Y",1922,0,6,1,"Y",282000
"1183","Lvl","Inside","Gilbert","1Fam","6","5",2004,"Y",813,702,8,1,"Y",179000
"1184","Lvl","Inside","NridgHt","1Fam","8","5",2005,"Y",1544,814,10,1,"Y",329900
"1185","Lvl","Inside","NridgHt","TwnhsE","7","5",2005,"Y",1368,0,6,1,"Y",202665
"1186","Lvl","Inside","Edwards","1Fam","5","5",1953,"Y",1630,0,6,1,"P",130000
"1187","Lvl","FR3","NridgHt","TwnhsE","7","5",2004,"Y",1358,0,6,1,"Y",207000
"1188","Lvl","Inside","BrkSide","1Fam","5","8",1958,"Y",808,0,5,0,"N",112000
"1189","Lvl","Inside","ClearCr","1Fam","7","5",1977,"Y",1156,866,8,1,"Y",192000
"1190","Lvl","Corner","Gilbert","1Fam","6","5",2005,"Y",1326,0,6,0,"Y",203000
"1191","Lvl","FR2","NridgHt","1Fam","9","5",2006,"Y",1816,0,7,1,"Y",356000
"1192","Lvl","Corner","OldTown","1Fam","6","8",1910,"Y",1001,634,5,0,"Y",117000
"1193","Lvl","Inside","Edwards","1Fam","4","5",1920,"N",986,376,7,0,"P",96000
"1194","Lvl","Inside","OldTown","1Fam","6","8",1918,"Y",1100,1164,8,0,"Y",200000
"1195","Lvl","Inside","IDOTRR","1Fam","6","7",1926,"Y",861,424,6,0,"Y",145400
"1196","Lvl","Corner","Somerst","1Fam","9","5",2006,"Y",2036,604,11,1,"Y",405749
"1197","Lvl","CulDSac","Mitchel","1Fam","8","5",2002,"Y",1689,0,7,2,"Y",271000
"1198","Lvl","Inside","SWISU","Duplex","6","7",1930,"Y",960,960,10,2,"Y",161900
"1199","Lvl","Inside","OldTown","1Fam","5","7",1947,"Y",720,564,5,0,"Y",110000
"1200","HLS","Corner","Timber","1Fam","9","5",2008,"Y",1641,0,7,0,"Y",316500
"1201","Lvl","Inside","NAmes","Duplex","5","6",1962,"Y",1728,0,10,0,"Y",84900
"1202","Lvl","Inside","BrDale","Twnhs","6","5",1973,"Y",672,546,7,0,"Y",113000
"1203","Lvl","Inside","OldTown","2fmCon","5","7",1955,"Y",960,0,5,0,"Y",135500
"1204","Lvl","Inside","CollgCr","TwnhsE","6","5",2004,"Y",848,0,3,1,"Y",149000
"1205","HLS","Corner","Timber","1Fam","9","5",2008,"Y",2036,0,9,1,"Y",410000
"1206","Lvl","Inside","IDOTRR","1Fam","4","6",1923,"Y",892,0,5,0,"N",70000
"1207","Lvl","Inside","NridgHt","1Fam","8","5",2003,"Y",1217,1168,7,1,"Y",350000
"1208","Lvl","Corner","Sawyer","1Fam","5","5",1967,"Y",1073,0,6,0,"Y",120000
"1209","Lvl","CulDSac","Crawfor","1Fam","6","3",1957,"Y",2515,0,9,2,"Y",200624
"1210","Lvl","Inside","OldTown","1Fam","6","8",1920,"Y",734,384,6,0,"Y",116000
"1211","Lvl","Corner","CollgCr","1Fam","5","5",1972,"Y",882,0,5,0,"Y",112500
"1212","Lvl","Inside","CollgCr","1Fam","5","5",1994,"Y",990,0,5,0,"Y",145000
"1213","Lvl","Inside","NAmes","1Fam","7","5",2003,"Y",1480,0,7,0,"Y",214000
"1214","Lvl","Inside","Sawyer","1Fam","5","7",1966,"Y",892,0,5,0,"Y",137900
"1215","Lvl","Inside","Gilbert","1Fam","6","5",1995,"Y",680,790,7,1,"Y",165000
"1216","Lvl","Inside","MeadowV","Twnhs","4","6",1970,"Y",630,0,3,0,"Y",73000
"1217","Lvl","Inside","Crawfor","1Fam","6","7",1957,"Y",1839,0,7,2,"Y",257500
"1218","Lvl","Corner","Mitchel","Duplex","7","5",1997,"Y",1344,0,8,0,"Y",209200
"1219","Lvl","Inside","IDOTRR","1Fam","5","6",1942,"N",976,0,5,0,"N",102000
"1220","Lvl","Inside","NAmes","1Fam","5","7",1954,"Y",825,0,4,0,"Y",109500
"1221","Lvl","CulDSac","Veenker","TwnhsE","8","5",1995,"Y",1494,0,6,1,"Y",270000
"1222","Lvl","Inside","Crawfor","1Fam","6","5",1920,"Y",940,610,7,1,"P",195000
"1223","Lvl","Inside","BrkSide","1Fam","5","7",1941,"Y",832,378,6,0,"P",124000
"1224","Lvl","Corner","StoneBr","TwnhsE","8","5",1995,"Y",1734,0,6,0,"Y",239500
"1225","Lvl","Inside","Edwards","1Fam","5","7",1938,"Y",585,468,5,0,"N",120000
"1226","Lvl","Inside","NWAmes","Duplex","5","6",1965,"Y",1625,0,8,0,"Y",140500
"1227","Lvl","Inside","NAmes","1Fam","6","6",1948,"Y",819,501,5,0,"Y",138000
"1228","Lvl","Inside","Edwards","1Fam","9","5",2007,"Y",1698,0,8,1,"Y",320000
"1229","Lvl","Inside","OldTown","2fmCon","5","4",1954,"Y",811,576,7,0,"Y",93000
"1230","Lvl","Inside","BrkSide","1Fam","5","6",1923,"Y",1072,504,6,1,"Y",223500
"1231","Lvl","Inside","NAmes","Duplex","5","5",1967,"Y",1584,0,8,0,"Y",124000
"1232","Lvl","Inside","Edwards","2fmCon","5","7",1910,"Y",820,527,5,0,"N",107500
"1233","Lvl","FR2","Gilbert","1Fam","7","5",1991,"Y",802,670,7,1,"Y",160000
"1234","Lvl","Inside","NWAmes","1Fam","6","6",1978,"Y",1671,0,7,1,"Y",200000
"1235","Lvl","Inside","SawyerW","1Fam","7","5",1994,"Y",1626,0,7,1,"Y",226500
"1236","Lvl","Inside","CollgCr","1Fam","7","5",2007,"Y",738,738,7,0,"Y",179400
"1237","Lvl","Inside","Gilbert","1Fam","6","5",2000,"Y",948,742,7,1,"Y",181000
"1238","Lvl","Inside","NridgHt","TwnhsE","8","5",2006,"Y",1370,0,6,1,"Y",202500
"1239","Lvl","Inside","OldTown","1Fam","5","5",1930,"Y",912,336,6,0,"Y",87000
"1240","Lvl","Inside","Blmngtn","TwnhsE","8","5",2003,"Y",1589,0,7,1,"Y",226500
"1241","Lvl","Inside","CollgCr","1Fam","7","5",1998,"Y",1153,878,8,1,"Y",222500
"1242","Lvl","Corner","CollgCr","1Fam","7","5",2009,"Y",1226,0,6,0,"Y",198900
"1243","Lvl","Inside","SWISU","1Fam","7","7",1928,"Y",877,600,6,1,"Y",145000
"1244","Lvl","Inside","BrkSide","1Fam","5","5",1940,"Y",988,517,8,0,"N",145000
"1245","Lvl","FR2","NAmes","Duplex","5","5",1974,"Y",896,896,8,0,"Y",136000
"1246","Lvl","Inside","SWISU","1Fam","4","1",1907,"N",942,942,7,0,"N",93369
"1247","Lvl","Inside","Edwards","1Fam","5","3",1934,"N",687,425,6,0,"N",63000
"1248","Lvl","Inside","NAmes","1Fam","6","6",1959,"Y",864,0,5,0,"Y",127500
"1249","Lvl","Inside","SawyerW","1Fam","7","5",2006,"Y",1486,0,7,0,"Y",181000
"1250","Lvl","Corner","CollgCr","1Fam","6","5",2006,"Y",1846,0,7,1,"Y",233555
"1251","Lvl","Corner","NridgHt","1Fam","8","5",2003,"Y",2200,0,8,1,"Y",382500
"1252","Lvl","Corner","NAmes","Duplex","5","5",1960,"Y",1556,0,8,0,"Y",119000
"1253","Lvl","Inside","CollgCr","1Fam","7","5",2006,"Y",851,886,7,0,"Y",203160
"1254","Lvl","Inside","NridgHt","1Fam","8","5",2007,"Y",1610,551,8,1,"Y",325624
"1255","Lvl","Inside","Somerst","1Fam","7","5",2004,"Y",1221,0,6,0,"Y",185000
"1256","Bnk","Inside","IDOTRR","1Fam","6","6",1938,"Y",1272,0,9,1,"Y",141000
"1257","Lvl","Corner","Somerst","1Fam","7","5",2007,"Y",1428,0,6,0,"Y",182000
"1258","Lvl","Inside","NWAmes","1Fam","6","6",1968,"Y",829,727,8,0,"Y",154000
"1259","Lvl","Inside","SawyerW","Duplex","7","5",2000,"Y",1168,1619,8,2,"Y",269500
"1260","Low","CulDSac","NAmes","1Fam","6","6",1957,"Y",1390,0,4,2,"Y",252000
"1261","Lvl","CulDSac","CollgCr","1Fam","6","6",1978,"Y",1282,0,6,0,"Y",174000
"1262","Lvl","Corner","Gilbert","1Fam","6","5",1997,"Y",926,678,7,1,"Y",181000
"1263","Lvl","Inside","CollgCr","1Fam","7","5",2000,"Y",985,857,7,1,"Y",217500
"1264","Bnk","Inside","OldTown","1Fam","7","6",1921,"Y",902,808,9,0,"Y",140000
"1265","Lvl","Inside","NAmes","1Fam","6","6",1959,"Y",864,0,4,0,"Y",120000
"1266","Lvl","Inside","CollgCr","1Fam","7","5",2005,"Y",1270,0,6,0,"Y",175900
"1267","Lvl","Corner","NAmes","1Fam","5","7",1953,"Y",910,0,5,0,"Y",116000
"1268","Lvl","Inside","IDOTRR","1Fam","6","7",1906,"Y",756,713,7,0,"Y",135000
"1269","Lvl","Inside","Blueste","Twnhs","6","6",1980,"Y",516,516,5,1,"Y",115000
"1270","Lvl","Inside","Blmngtn","TwnhsE","7","5",2004,"Y",1414,0,6,1,"Y",178740
"1271","Lvl","Inside","NridgHt","1Fam","9","5",2008,"Y",1476,1237,11,1,"Y",446261
"1272","HLS","Inside","Mitchel","1Fam","5","5",1954,"Y",988,0,4,0,"N",113000
"1273","Lvl","Inside","SawyerW","1Fam","6","5",2004,"Y",798,842,6,0,"Y",173000
"1274","Lvl","Corner","CollgCr","1Fam","7","5",2002,"Y",1611,0,6,0,"Y",250000
"1275","Lvl","Inside","Somerst","1Fam","6","5",2006,"Y",1262,0,5,0,"Y",185000
"1276","Lvl","Inside","CollgCr","1Fam","8","5",2005,"Y",1590,0,6,0,"Y",294900
"1277","Lvl","Inside","GrnHill","TwnhsE","7","5",1986,"Y",1295,0,5,0,"Y",230000
"1278","Bnk","Inside","IDOTRR","1Fam","6","5",1920,"Y",1012,0,6,1,"Y",118400
"1279","Lvl","Inside","Gilbert","1Fam","7","5",1995,"Y",804,670,7,1,"Y",168500
"1280","Lvl","Inside","NAmes","1Fam","5","8",1952,"Y",1031,0,5,0,"Y",145500
"1281","Lvl","Inside","Blmngtn","1Fam","7","5",2007,"Y",1246,0,5,1,"Y",187687
"1282","Lvl","Inside","NWAmes","1Fam","7","5",1976,"Y",832,832,8,1,"Y",162900
"1283","Bnk","Inside","ClearCr","1Fam","5","6",1946,"Y",1636,971,12,1,"Y",200500
"1284","Lvl","Corner","Edwards","1Fam","6","8",1920,"Y",684,512,7,0,"Y",110000
"1285","Lvl","Inside","NAmes","1Fam","6","8",1958,"Y",1138,0,6,0,"Y",145000
"1286","HLS","Inside","StoneBr","TwnhsE","8","5",1989,"Y",1337,0,5,1,"Y",188500
"1287","Lvl","Inside","Mitchel","1Fam","6","5",1993,"Y",1091,0,5,0,"Y",131250
"1288","Lvl","Inside","Timber","1Fam","9","5",2005,"Y",1838,0,9,1,"Y",359900
"1289","Lvl","Corner","NAmes","1Fam","4","7",1920,"Y",985,0,4,0,"N",105000
"1290","Lvl","Inside","SawyerW","1Fam","6","5",1993,"Y",886,794,7,0,"Y",163000
"1291","Lvl","Inside","NAmes","1Fam","5","5",1960,"Y",1264,0,6,2,"Y",167500
"1292","Lvl","Inside","SawyerW","1Fam","6","5",2005,"Y",1141,0,6,0,"Y",142500
"1293","Lvl","Inside","Sawyer","1Fam","5","7",1918,"Y",1416,0,7,0,"N",112000
"1294","Lvl","Inside","CollgCr","1Fam","7","5",2000,"Y",1630,0,6,1,"Y",213000
"1295","Bnk","Inside","Crawfor","1Fam","5","7",1938,"Y",954,0,5,1,"Y",119750
"1296","Lvl","Inside","Edwards","1Fam","4","6",1941,"Y",672,0,4,0,"N",113000
"1297","Lvl","Inside","NridgHt","1Fam","9","5",2009,"Y",1940,0,8,1,"Y",395192
"1298","Lvl","Inside","BrkSide","1Fam","5","5",1926,"Y",960,356,7,0,"Y",90000
"1299","Low","Inside","SawyerW","1Fam","7","5",1998,"Y",1494,0,5,1,"Y",215000
"1300","Lvl","Inside","NAmes","1Fam","5","5",1959,"Y",1206,0,6,0,"Y",108538
"1301","Low","Corner","Mitchel","1Fam","6","6",1977,"Y",1356,0,6,1,"Y",188000
"1302","Lvl","CulDSac","Sawyer","1Fam","6","6",1974,"Y",1494,0,7,2,"Y",169000
"1303","Lvl","Inside","NridgHt","TwnhsE","8","5",2006,"Y",1324,0,6,1,"Y",254000
"1304","Lvl","Inside","OldTown","1Fam","5","7",1925,"Y",844,0,5,0,"N",111500
"1305","Low","CulDSac","StoneBr","1Fam","8","5",1985,"Y",1742,0,5,1,"Y",275000
"1306","Lvl","Inside","CollgCr","1Fam","5","6",1978,"Y",1174,0,5,0,"Y",158000
"1307","Lvl","Inside","Somerst","1Fam","7","5",2007,"Y",1726,0,8,1,"Y",311872
"1308","Lvl","Inside","Blmngtn","TwnhsE","7","5",2005,"Y",1504,0,7,1,"Y",181000
"1309","HLS","Inside","CollgCr","1Fam","5","5",1978,"Y",1040,0,5,0,"Y",124000
"1310","Lvl","Inside","NAmes","1Fam","6","5",1961,"Y",1362,0,6,1,"Y",163000
"1311","Lvl","Inside","ClearCr","1Fam","6","7",1971,"Y",1052,0,6,0,"Y",155000
"1312","Low","Inside","IDOTRR","1Fam","4","4",1925,"N",672,0,4,0,"N",72000
"1313","Lvl","Inside","NWAmes","1Fam","6","6",1977,"Y",1844,0,7,1,"Y",190000
"1314","Lvl","Inside","NridgHt","1Fam","8","5",2003,"Y",1629,0,7,1,"Y",284000
"1315","HLS","Inside","BrkSide","1Fam","4","7",1940,"Y",708,0,5,0,"Y",82500
"1316","Lvl","Inside","OldTown","1Fam","7","6",1920,"Y",1027,0,5,1,"N",120000
"1317","Lvl","Inside","Mitchel","1Fam","5","5",1991,"Y",974,0,5,0,"Y",93500
"1318","Lvl","Inside","BrkSide","1Fam","5","6",1930,"Y",779,0,4,0,"P",79500
"1319","Lvl","Inside","Crawfor","1Fam","7","8",1959,"Y",1801,0,6,2,"Y",289000
"1320","Lvl","Corner","Somerst","1Fam","9","5",2005,"Y",2490,0,9,2,"Y",468000
"1321","Lvl","Inside","OldTown","1Fam","5","8",1940,"Y",1072,0,5,2,"Y",130000
"1322","HLS","Inside","Timber","1Fam","8","5",2007,"Y",1571,0,7,1,"Y",239000
"1323","Lvl","FR2","NAmes","1Fam","4","6",1971,"Y",864,0,4,0,"Y",97000
"1324","HLS","Corner","Crawfor","Duplex","7","6",1940,"Y",1240,1240,13,2,"Y",205000
"1325","Lvl","Inside","OldTown","1Fam","5","7",1924,"Y",816,750,7,0,"Y",139000
"1326","Lvl","Inside","NridgHt","1Fam","8","5",2005,"Y",1822,0,8,1,"Y",259000
"1327","Lvl","Inside","NAmes","1Fam","5","5",1962,"N",894,0,5,0,"Y",109500
"1328","Lvl","Corner","CollgCr","1Fam","7","5",1995,"Y",950,1045,8,1,"Y",237000
"1329","Lvl","Inside","Mitchel","1Fam","3","5",1953,"Y",2034,0,9,0,"N",130000
"1330","Lvl","Inside","NAmes","1Fam","5","5",1966,"Y",1232,0,6,0,"Y",142250
"1331","Lvl","Inside","NAmes","1Fam","5","7",1942,"Y",888,756,7,2,"Y",146500
"1332","Lvl","Inside","NoRidge","1Fam","8","5",1998,"Y",1470,1160,8,1,"Y",315000
"1333","Lvl","Inside","Sawyer","Duplex","4","4",1969,"Y",1258,0,6,0,"Y",108959
"1334","Lvl","Inside","BrkSide","1Fam","6","6",1931,"Y",959,408,6,1,"Y",127500
"1335","Lvl","Inside","Sawyer","1Fam","5","5",1968,"Y",1211,0,5,1,"Y",134000
"1336","Lvl","Inside","CollgCr","1Fam","7","5",2002,"Y",840,885,6,0,"Y",198500
"1337","HLS","Corner","NridgHt","1Fam","9","5",2006,"Y",1802,0,7,1,"Y",372000
"1338","Lvl","Inside","Sawyer","1Fam","5","5",1963,"Y",864,0,5,0,"Y",119916
"1339","Lvl","Corner","NridgHt","TwnhsE","7","5",2003,"Y",1405,0,6,1,"Y",171750
"1340","Low","CulDSac","ClearCr","1Fam","7","5",1971,"Y",1824,0,5,2,"Y",302000
"1341","Lvl","Inside","SawyerW","Duplex","7","5",2000,"Y",1168,1619,8,2,"Y",269500
"1342","Lvl","Inside","CollgCr","1Fam","7","5",1997,"Y",1044,1054,9,1,"Y",240000
"1343","Lvl","Inside","Mitchel","Duplex","6","5",1976,"Y",1728,0,8,0,"Y",150900
"1344","Lvl","Inside","OldTown","1Fam","6","8",1930,"Y",813,0,5,0,"N",110000
"1345","Lvl","Inside","Timber","1Fam","8","5",2002,"Y",1629,0,9,1,"Y",270000
"1346","Lvl","Inside","Somerst","1Fam","7","5",2005,"Y",866,902,7,0,"Y",226700
"1347","Lvl","Corner","NAmes","1Fam","5","6",1959,"Y",1041,0,6,0,"Y",124500
"1348","Lvl","Inside","NAmes","Duplex","3","4",1949,"N",1040,0,6,0,"Y",87500
"1349","Lvl","Inside","Timber","1Fam","8","5",2005,"Y",2028,0,7,2,"Y",369900
"1350","Lvl","CulDSac","Sawyer","1Fam","5","5",1962,"Y",1696,0,8,1,"Y",143900
"1351","Lvl","Inside","NoRidge","1Fam","8","5",1995,"Y",1490,1304,9,1,"Y",403000
"1352","Lvl","Inside","Sawyer","Duplex","6","6",1977,"Y",1286,368,10,0,"Y",119500
"1353","Lvl","Inside","Edwards","TwnhsE","6","5",2005,"Y",1072,0,5,0,"Y",140000
"1354","Lvl","Inside","Sawyer","1Fam","5","5",1977,"Y",894,0,5,0,"Y",120750
"1355","Lvl","Inside","Edwards","1Fam","4","5",1951,"Y",1220,0,6,0,"Y",102000
"1356","Lvl","Inside","NridgHt","1Fam","9","5",2006,"Y",1531,0,6,1,"Y",300000
"1357","HLS","Inside","Crawfor","Duplex","6","6",1946,"N",979,979,8,0,"Y",145000
"1358","Lvl","Inside","Veenker","1Fam","8","5",1981,"Y",2497,0,7,2,"Y",373000
"1359","Lvl","Corner","NWAmes","Duplex","5","6",1976,"Y",1680,0,8,0,"Y",136905
"1360","Bnk","Corner","OldTown","1Fam","4","4",1941,"N",693,0,4,0,"N",52500
"1361","Lvl","Inside","NPkVill","Twnhs","7","6",1977,"Y",1055,0,4,0,"Y",148500
"1362","Lvl","FR2","NAmes","Duplex","5","5",1974,"Y",896,896,8,0,"Y",133000
"1363","Lvl","Inside","Edwards","1Fam","4","5",1949,"Y",1126,0,5,0,"N",108000
"1364","Lvl","Inside","NridgHt","1Fam","8","5",2007,"Y",1734,0,7,1,"Y",318000
"1365","Lvl","Corner","NAmes","1Fam","6","6",1949,"Y",1019,537,6,1,"Y",172500
"1366","Lvl","Inside","Crawfor","1Fam","7","6",1940,"Y",960,780,6,2,"Y",219500
"1367","Lvl","Inside","OldTown","1Fam","5","6",1948,"Y",1559,0,5,0,"Y",153500
"1368","Lvl","FR2","CollgCr","1Fam","6","5",2005,"Y",738,738,7,0,"Y",173500
"1369","Lvl","Corner","Edwards","1Fam","5","7",1965,"Y",1214,0,6,0,"Y",140000
"1370","Lvl","Inside","Edwards","TwnhsE","6","5",2005,"Y",1072,0,5,0,"Y",142500
"1371","Lvl","Inside","Sawyer","1Fam","4","3",1964,"Y",1005,0,5,0,"N",115400
"1372","Lvl","Inside","NAmes","1Fam","5","6",1951,"Y",884,0,4,0,"Y",142000
"1373","Lvl","Inside","CollgCr","1Fam","5","7",1977,"Y",1040,0,5,0,"Y",150500
"1374","Lvl","Corner","NAmes","1Fam","5","5",1951,"Y",1112,0,5,0,"Y",126000
"1375","Lvl","Inside","Crawfor","1Fam","5","6",1913,"N",694,0,4,1,"P",90350
"1376","Lvl","Inside","CollgCr","1Fam","6","5",2005,"Y",750,750,6,0,"Y",173900
"1377","Lvl","Inside","BrDale","TwnhsE","6","5",1973,"Y",525,567,6,0,"Y",105500
"1378","Lvl","Inside","Gilbert","1Fam","5","5",1997,"Y",928,701,6,1,"Y",189900
"1379","Lvl","Corner","CollgCr","1Fam","5","7",1972,"Y",894,0,5,0,"Y",149900
"1380","Lvl","Inside","Gilbert","1Fam","7","5",2004,"Y",846,748,7,1,"Y",195500
"1381","Lvl","Inside","NridgHt","TwnhsE","8","5",2003,"Y",1518,0,6,1,"Y",274000
"1382","Lvl","Inside","Gilbert","1Fam","7","5",1998,"Y",751,631,7,1,"Y",177500
"1383","Lvl","Inside","NAmes","1Fam","5","7",1967,"Y",1141,0,6,0,"Y",158000
"1384","Lvl","Inside","Gilbert","1Fam","6","5",1999,"Y",961,683,7,1,"Y",185000
"1385","Lvl","Inside","ClearCr","1Fam","7","7",1940,"Y",1207,1196,10,2,"Y",244400
"1386","Lvl","Inside","NridgHt","1Fam","8","5",2005,"Y",1721,0,7,0,"Y",232698
"1387","Lvl","Inside","SawyerW","1Fam","8","5",2004,"Y",1512,0,6,0,"Y",203000
"1388","Lvl","Inside","OldTown","1Fam","5","6",1941,"Y",854,0,7,0,"Y",128500
"1389","Lvl","Inside","Blmngtn","TwnhsE","7","5",2005,"Y",1506,0,6,1,"Y",213490
"1390","Lvl","Corner","OldTown","1Fam","5","7",1900,"Y",709,308,5,0,"N",114000
"1391","Lvl","Inside","Sawyer","1Fam","5","6",1962,"Y",912,0,6,0,"Y",123000
"1392","Lvl","Inside","NridgHt","1Fam","9","5",2006,"Y",2069,574,9,1,"Y",380000
"1393","Lvl","Corner","Timber","1Fam","8","5",2009,"Y",774,1194,8,1,"Y",269500
"1394","Lvl","Inside","BrkSide","1Fam","4","7",1935,"Y",989,584,6,0,"Y",133000
"1395","Lvl","Inside","NridgHt","1Fam","9","5",2009,"Y",1365,1325,8,1,"Y",398800
"1396","Lvl","FR2","Somerst","1Fam","7","5",2007,"Y",1528,0,6,1,"Y",235876
